Bucket label,m/z,Name,Formula,Topical_X401Y338-X415Y353,Topical_X440Y338-X454Y353,Topical_X478Y338-X492Y353,Topical_X516Y338-X530Y353,Topical_X554Y293-X568Y308,Topical_X592Y292-X606Y307,Topical_X630Y293-X644Y308,Topical_X668Y293-X682Y308,Topical_X706Y293-X720Y308,Topical_X744Y293-X758Y308,Topical_X781Y293-X795Y308,Topical_X819Y293-X833Y308,Topical_X554Y337-X568Y352,Topical_X592Y338-X606Y353,Topical_X630Y338-X644Y353,Topical_X667Y338-X681Y353,Topical_X706Y338-X720Y353,Topical_X743Y338-X757Y353,Topical_X781Y338-X795Y353,Topical_X819Y338-X833Y353
Regions,,,,Cons Aveeno,Cons Aveeno,Cons Aveeno,Cons Aveeno,Cons Control,Cons Control,Cons Control,Cons Control,Cons GoldBond,Cons GoldBond,Cons GoldBond,Cons GoldBond,Cons Eucerin,Cons Eucerin,Cons Eucerin,Cons Eucerin,Cons Vaseline,Cons Vaseline,Cons Vaseline,Cons Vaseline
354.0734528941 Da,355.07911,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.3872727409 Da,440.34938,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604.8927595927 Da,605.89852,,,0,0,0,0,0,0,0,0,0,0,0,95987.79688,0,0,0,0,0,0,0,0
696.9747823369 Da,697.98122,,,78557.71875,0,0,0,0,0,0,0,0,0,0,66086.14844,45108.28125,0,0,0,44827.16406,0,45582.83203,0
550.0219220929 Da,588.97944,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862.1654354377 Da,863.17383,,,72107.20313,75250.97656,0,0,0,0,0,0,0,0,0,0,63285.68359,64082.03906,0,0,0,0,0,0
634.3701832347 Da,657.36382,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051.4755693145 Da,1052.48468,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201098.5469,0,0,0,0,0
905.7413797044 Da,928.72985,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.3594258277 Da,1022.34787,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049.5059781597 Da,1072.49631,,,0,0,0,0,149301.4531,0,0,0,0,0,0,0,90894.73438,0,0,0,0,0,0,0
579.1506249384 Da,580.15733,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807.5607225479 Da,830.55147,,,0,27960.39258,0,22950.12305,0,43240.72266,25102.11719,35446.81641,32374.19141,0,0,0,0,52577.57813,0,0,0,29493.48633,0,0
546.3217647841 Da,569.31204,TGQIK _Tryptic Peptide_,C23H44N7O8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243.1335136170 Da,1244.13958,,,22363.57617,0,28038.23828,0,0,0,0,0,33490.75,0,0,0,38726.23438,39749.83984,47628.78125,41736.64844,0,0,0,0
924.5615602716 Da,947.5526,,,0,0,0,31425.07031,0,0,72297.35156,0,0,0,0,0,0,0,0,0,0,0,0,0
164.0624168569 Da,187.05105,,,0,0,0,0,0,42642.54297,46101.60938,0,28846.72656,0,0,29281.60547,0,0,0,0,0,0,0,0
728.0186839726 Da,766.97641,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.0658150357 Da,938.05689,,,0,0,0,0,192570.4844,119914.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522.0934268081 Da,561.05858,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.9994370284 Da,501.006,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150.3624125266 Da,1173.35202,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348.0200761394 Da,349.02921,,,0,0,0,0,0,0,0,138938.4844,0,0,0,0,0,0,0,0,0,0,0,0
393.8715780429 Da,394.87876,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.9890053887 Da,746.97915,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311.4690135360 Da,1312.47868,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569.3030634651 Da,608.26486,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941.8893241054 Da,964.8806,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.1165504501 Da,264.07878,,,0,0,0,0,49186.47656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237.1431530699 Da,1238.15049,,,0,0,20420.08203,0,0,51265.00391,43477.32031,48381.25391,0,0,0,0,26155.4668,0,0,0,0,0,0,0
656.3144342963 Da,657.31987,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278347.4375,0,0,0
840.4428059174 Da,863.43011,,,0,0,0,0,0,89028.75781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873.0579594572 Da,874.06342,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740.1773489127 Da,741.18623,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800.0177910948 Da,838.98153,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.2389695448 Da,386.22961,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791.5005963814 Da,814.48951,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.1467539019 Da,266.13643,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289.3347128549 Da,328.29704,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.2477827091 Da,900.23817,,,0,0,0,0,0,0,0,22202.23633,0,0,0,0,0,0,0,0,0,0,0,0
532.2333999323 Da,533.24277,,,0,0,0,0,0,0,0,0,0,0,0,0,76020.64063,71732.75,0,59275.41406,0,0,0,0
722.4584895489 Da,723.46455,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743.0374263092 Da,782.00474,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618.3144879373 Da,619.32316,,,0,0,0,216061.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.1046600237 Da,210.06574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.2262034331 Da,426.21603,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737.9601449533 Da,760.94731,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943.5658118524 Da,944.57177,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713.9554525150 Da,752.92277,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763.3570874037 Da,764.36593,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248010.4219,0,0
778.1138833398 Da,801.10487,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229180.8125,0,0,0,0,0
576.4714516272 Da,599.46143,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724.1146328569 Da,763.0787,,,0,0,180164.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364.0086668502 Da,365.01605,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135.6421313331 Da,1136.65018,,,0,0,0,0,0,0,138107.375,0,0,86152.63281,0,0,0,0,0,0,0,0,0,0
841.4786992854 Da,842.48597,,,0,0,0,0,0,0,0,0,0,0,0,0,0,221331.0313,0,0,0,0,0,0
233.1772764033 Da,256.1677,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689.0649421085 Da,690.0727,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964.4061925916 Da,965.41518,,,0,0,0,0,234769.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.1256915045 Da,253.0872,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533.2991203602 Da,556.29033,,,0,0,0,0,0,0,0,0,0,0,0,0,0,335798.3125,0,0,0,0,0,0
505.0656502665 Da,528.05404,,,0,0,0,0,0,0,0,0,0,0,0,77840.26563,0,0,0,0,71043.83594,81093.85938,93965.45313,0
1078.5824760490 Da,1101.56962,,,0,0,0,0,0,0,0,0,0,0,143552.1719,124839.0938,0,0,0,0,0,0,0,0
623.0453802746 Da,624.05199,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800.4932443802 Da,823.48257,,,0,0,0,0,0,0,0,0,155274.0938,0,98223.22656,0,0,0,0,0,0,0,0,0
1011.1175705044 Da,1012.12579,,,85392.53906,0,0,0,0,0,0,0,0,0,92061.54688,0,0,0,0,0,0,0,0,0
884.5345839022 Da,885.54037,,,0,0,0,0,0,0,0,0,0,0,158128.6406,0,0,0,0,0,0,0,0,0
574.1291286965 Da,575.1382,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142643.0469,0,0,0,0
741.9713357725 Da,742.97618,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259.1259574650 Da,1282.11464,,,0,0,42367.63672,0,32855.38672,0,0,0,0,0,0,0,0,0,0,0,0,0,27536.86133,20493.97461
201.1414805584 Da,224.13076,,,0,64379.73047,0,0,0,0,0,0,0,0,0,38906.05469,0,0,26866.7832,0,34957.10938,0,24312.24023,0
900.0165161532 Da,901.02227,,,0,0,116901.6875,0,0,0,0,0,0,0,0,0,0,90851.70313,0,0,0,0,0,0
990.3102758858 Da,1013.30105,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139.4840276044 Da,1140.4914,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222085.7969,0,0,0
933.2125163695 Da,934.21981,,,0,0,0,0,0,0,0,0,0,0,103263.0234,0,0,98743.70313,0,0,0,0,0,0
833.0578955625 Da,856.04744,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005.5734549590 Da,1006.58317,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1208683191 Da,244.11196,,,0,0,0,0,0,0,0,0,0,0,23965.39063,0,0,0,0,0,0,0,0,0
952.4403012980 Da,975.43017,,,0,0,0,0,0,0,0,0,183312.6563,0,0,0,0,0,0,0,0,0,0,0
560.1197626305 Da,583.10891,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.0332720826 Da,331.04042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886.5723994018 Da,887.5795,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173557.7656,0,0,0,0
530.5036019584 Da,531.51036,,,0,0,0,0,0,0,0,0,0,0,0,0,49138.89063,35652.20703,35986.94531,56787.04688,0,0,0,0
620.8740420345 Da,643.86151,,,0,0,0,0,0,0,0,0,0,36336.03125,38698.44531,59700.38672,0,0,0,0,0,0,28745.42188,0
796.9844425069 Da,797.99226,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249.4263786666 Da,1272.41605,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784.1512213471 Da,823.11326,,,0,0,0,0,0,0,0,0,0,111922.0625,109834.6641,0,0,0,0,0,0,0,0,0
615.0414381275 Da,638.02899,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.9735374770 Da,228.96246,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722.9589121538 Da,723.96516,,,0,0,0,0,99484.39063,0,0,0,0,0,0,0,0,0,0,116280.7109,0,0,0,0
791.4345226329 Da,792.44277,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361.2342378314 Da,362.23969,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760.0789449813 Da,761.08482,,,0,0,101573.4219,86188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557.9946874280 Da,580.98589,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565.9978977609 Da,567.00355,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951.9092615180 Da,952.91514,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.9075024581 Da,376.9166,,,0,0,41052.61328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56148.56641,0
1067.5205292138 Da,1090.50928,,,0,0,0,0,0,0,0,0,0,0,0,182349.6094,93100.38281,0,0,0,0,0,0,0
509.9278675616 Da,532.91775,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576.0525380821 Da,577.0583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.0563879364 Da,299.01798,,,0,0,0,0,0,0,0,0,0,0,0,47258.06641,0,0,0,0,0,0,0,0
744.9280978013 Da,767.9165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38606.50391,0,0,0,0,0
535.2718392518 Da,558.26244,,,0,0,0,0,0,0,0,0,163492.5469,0,0,0,0,0,0,0,0,0,0,0
519.3219506284 Da,558.28356,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894.0138621162 Da,895.02149,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809.5684557157 Da,810.57444,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919.9604884764 Da,958.92245,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.9862976916 Da,292.9478,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038.2842474997 Da,1077.24912,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73031.875,0,0
649.4666879038 Da,672.45583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250.6001545544 Da,1251.6067,,,0,0,28752.44141,24900.43359,0,0,56768.85156,44195.03906,0,0,0,0,0,0,0,0,0,0,0,0
869.4670437309 Da,908.42377,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186716.7656,0
868.9668807710 Da,891.95621,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882.4045273088 Da,883.41282,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.1895613213 Da,292.15232,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264.2448835243 Da,265.25112,,,27696.10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870.2387637346 Da,909.2026,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1987438125 Da,220.2081,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.0374741245 Da,858.0446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0429255613 Da,536.01052,,,0,0,0,0,0,0,0,0,0,0,0,85708.85938,0,0,0,0,0,0,0,0
1304.6154562342 Da,1327.60469,,,0,0,0,0,38728.88281,46650.01172,69702,0,25723.45703,38045.625,35641.51172,34856.14063,0,0,0,0,0,0,0,0
1009.4638724122 Da,1048.42732,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813.3740405557 Da,852.33723,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.2985824604 Da,316.26126,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698.1152638356 Da,721.10375,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.3756443202 Da,409.38082,,,0,0,0,0,0,0,0,0,35150.09375,0,0,0,0,0,0,0,0,0,0,0
1101.8998044621 Da,1102.90942,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267.0522409406 Da,290.03935,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.3981086732 Da,860.40383,,,0,139546.0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750.0672073670 Da,773.05532,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751.9603739885 Da,752.96654,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360.2464917053 Da,361.25129,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120155,0
515.0300455430 Da,553.99248,,,0,0,0,115715.4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887.0678727299 Da,888.07288,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444.9890749913 Da,445.99638,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467.2828934831 Da,506.24569,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.3593439102 Da,370.36421,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.3379444783 Da,932.34297,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049.9595650554 Da,1088.9235,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015.9874932727 Da,1016.99506,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017.3827282088 Da,1040.37215,,,0,0,0,0,0,0,0,0,0,55234.21484,0,0,0,0,0,0,0,0,0,0
343.0057491966 Da,344.0149,,,0,0,0,0,0,0,148577.5938,0,0,0,0,0,0,0,0,0,0,0,0,0
781.0437409522 Da,782.05242,,,0,0,0,0,0,0,0,0,0,0,83059.77344,0,0,0,91958.10938,0,0,0,0,0
327.2755178354 Da,350.2664,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422.0319848954 Da,445.02186,,,0,0,0,0,0,0,0,0,0,0,0,92608.41406,0,0,0,0,0,0,0,0
298.1292873084 Da,299.13429,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674.1759483891 Da,675.18464,,,0,0,0,127710.8594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478.1271988068 Da,501.11589,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.0675746988 Da,1089.0726,,,0,0,0,0,0,0,0,128173.6094,0,0,0,0,0,0,0,0,0,0,0,0
1152.3583917804 Da,1175.34994,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077.5676362466 Da,1100.55671,,,0,0,0,0,165993.9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534.0741292638 Da,557.06448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774.1397616623 Da,775.14489,,,0,0,0,0,0,90472.35938,85392.72656,0,0,0,0,0,0,0,0,0,0,0,0,0
1009.4701279930 Da,1010.47631,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636.0508815901 Da,637.05828,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.3628372608 Da,625.35245,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455.9999774875 Da,494.96163,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788.4342902024 Da,827.39856,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117553.2422,0,0
892.4022472868 Da,915.39141,,,0,0,267716.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.1748363555 Da,261.13563,,,0,0,0,0,0,0,36056.29297,0,29883.74219,0,0,0,0,0,0,0,0,0,0,0
786.6795110457 Da,825.64283,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356.3474449704 Da,395.30946,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607.9768542261 Da,646.93856,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.2483751679 Da,263.23578,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518.4287104449 Da,541.41693,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588.9273181589 Da,589.93295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102195.4063
211.0961477998 Da,250.06101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411.0233021084 Da,434.01359,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.0040251321 Da,732.99523,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989.3560434663 Da,1012.34553,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107126.6328,0,0,0,0,0
815.5115941039 Da,816.521,,,0,0,0,0,157735.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764.0124283745 Da,765.01869,,,0,0,0,0,80822.54688,68561.69531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173.5802955487 Da,1174.58546,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151171.9531
895.0458315140 Da,918.03518,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444.2143834201 Da,467.20326,,,0,0,0,0,37053.53125,48433.8125,52703.89063,44260.88672,0,0,0,0,0,0,0,0,0,0,0,0
365.2641788740 Da,388.25118,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386.2667878968 Da,387.27597,,,0,0,30796.41602,26445.75391,0,32122.58984,37876.91406,31390.74609,0,0,0,0,0,0,0,0,0,0,0,0
362.9995605031 Da,364.00837,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752.9024473321 Da,775.89215,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965.6404585307 Da,966.64603,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078.5530643113 Da,1079.56189,,,0,0,0,0,0,0,0,0,0,0,154750.2188,0,0,0,0,0,0,0,0,0
261.0445843220 Da,300.00661,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407.0362817497 Da,430.02692,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524.4114161397 Da,547.39887,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231.2658583176 Da,1232.27064,,,47499.58984,48983.65234,45581.51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.5906999930 Da,1175.59726,,,0,0,0,134257.5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405.3387923961 Da,406.34668,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789.5131552172 Da,828.47486,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.9160942344 Da,285.90444,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705.2416403673 Da,728.23267,,,0,0,0,0,0,0,0,0,175130.5156,0,0,0,0,0,0,0,0,0,0,0
393.9287681853 Da,394.93409,,,0,0,0,0,0,0,138358.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
745.0897930996 Da,768.07818,,,0,0,0,0,0,0,127498.2734,0,0,0,0,0,0,0,0,0,0,0,0,0
605.0208559624 Da,628.00787,,,0,0,0,0,0,0,0,0,0,0,109721.6328,0,0,0,0,0,0,0,0,0
546.9472468773 Da,569.93708,,,0,0,0,0,0,0,0,0,119894.8281,0,0,0,0,0,0,0,0,0,0,0
572.0388737253 Da,595.03052,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127.8827047840 Da,1128.88978,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012.0926260550 Da,1013.10046,,,0,0,0,0,0,111645.3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528.0565461619 Da,551.04574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66833.9375,0,0,0,0,0
853.5064370410 Da,876.49685,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935.6129143180 Da,974.57427,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688.6206237211 Da,711.61205,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.3221019676 Da,379.32908,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243.1461180850 Da,1244.15518,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060.07227,0,30436.97852,0
1055.2855051609 Da,1078.27282,,,0,0,0,0,82934.13281,0,0,0,91804.4375,0,0,0,0,0,0,0,0,0,0,0
219.1622579672 Da,220.16837,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092.0933275194 Da,1115.08469,,,0,0,56384.74609,44697.83984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.9869794889 Da,230.97823,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121.8835450934 Da,1122.89255,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884.7757857262 Da,923.73936,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936.0497357636 Da,975.01373,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967.5339578362 Da,968.54359,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152.0834906114 Da,1153.09184,,,0,0,0,0,0,0,0,0,62639.60156,0,0,0,30980.21094,0,0,50954.16797,0,0,0,0
1071.9901752562 Da,1072.99767,,,0,0,0,0,0,0,0,0,0,0,0,0,0,53339.92969,0,0,0,0,55730.40625,0
899.9763503701 Da,900.98237,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874.4683390991 Da,897.45974,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125629.6484,0,0,0,0,0
586.1281410615 Da,587.13621,,,0,0,0,0,0,121418.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518.0843383462 Da,519.09275,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787.8806543921 Da,788.88981,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830.4939105715 Da,853.48187,,,0,0,0,0,0,0,0,0,97710.69531,0,0,0,72718.66406,0,0,0,0,0,0,0
873.1609464687 Da,912.12447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79294.375,0,0,0
982.3781817860 Da,983.38362,,,0,0,0,0,0,0,0,0,100030.9219,0,0,0,0,0,0,0,0,0,0,0
576.9526909470 Da,599.94185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73430.44531,65376.75391,0,0,0,0
